0	1
0	8
0	208
0	211
0	213
0	216
0	229
0	255
0	265
0	218
0	271
0	277
0	249
0	288
0	313
0	357
1	2
1	434
1	413
1	483
1	464
1	520
1	527
3	4
3	5
3	13
3	15
3	17
3	21
3	28
3	30
3	34
3	35
3	50
3	51
3	53
3	85
3	111
3	120
3	147
4	7
4	19
4	70
4	174
4	176
4	183
4	188
4	210
4	238
4	294
4	375
4	392
4	407
4	433
4	435
5	6
5	57
5	97
5	133
5	228
5	331
5	385
8	9
8	206
8	235
8	270
8	285
8	308
8	327
8	391
8	405
8	410
8	514
10	11
10	44
10	54
10	60
10	64
10	220
11	12
11	69
11	45
11	109
11	205
11	67
11	419
13	14
13	20
13	37
13	122
13	150
13	204
13	378
13	401
13	477
13	506
13	517
15	16
15	56
15	144
15	166
17	18
17	56
17	58
17	168
17	320
21	22
21	33
21	48
21	102
21	108
21	115
21	124
21	126
21	127
21	154
21	164
21	172
21	182
21	187
21	234
21	301
21	305
21	379
21	500
23	24
23	26
23	31
23	38
23	74
23	76
23	105
24	25
24	43
24	47
24	49
24	59
24	62
24	253
24	71
24	345
26	27
26	89
26	231
26	350
28	29
28	113
28	190
28	207
28	310
28	330
28	364
28	518
30	66
30	81
30	104
30	117
30	177
30	178
30	219
30	227
30	316
31	32
31	77
31	96
31	245
31	258
31	290
31	328
31	454
34	46
34	116
34	143
34	237
34	263
34	447
35	36
38	39
38	63
38	71
38	78
38	82
38	87
38	88
38	91
38	94
38	98
38	103
38	107
38	137
38	192
38	232
38	240
38	246
38	264
38	309
38	440
40	41
40	100
40	128
40	131
40	135
40	139
40	145
40	151
40	160
40	162
40	184
40	395
41	42
41	149
41	191
41	201
41	215
41	224
41	286
41	324
44	45
44	67
44	72
44	73
44	173
44	69
44	468
50	451
51	52
51	233
51	299
53	68
53	99
53	110
53	287
53	292
53	325
53	332
53	389
53	390
53	393
53	416
53	430
53	467
53	523
54	55
54	83
54	95
54	322
54	173
60	61
60	92
60	197
60	239
60	234
60	414
60	489
64	65
64	79
64	80
64	90
64	93
64	335
64	338
64	442
64	448
64	461
64	473
74	75
74	84
74	118
74	165
74	283
74	303
74	307
74	317
85	86
85	158
85	293
100	101
100	222
100	367
105	106
105	262
105	318
105	326
105	495
105	503
105	519
111	112
111	114
111	119
111	123
111	125
111	161
111	198
111	202
111	267
111	275
111	282
111	284
111	388
111	404
111	412
111	441
111	472
111	474
120	121
120	157
120	180
120	217
120	225
120	268
120	470
128	129
128	130
128	175
128	179
128	186
128	194
128	195
128	408
131	132
131	134
131	142
131	159
131	193
131	226
131	241
131	406
131	466
131	486
135	136
135	138
135	141
135	189
135	236
135	244
135	250
135	295
135	298
135	386
135	431
139	140
139	153
139	155
145	146
145	181
145	44
145	402
145	437
145	194
145	478
145	493
145	502
145	524
147	148
147	156
147	167
147	203
151	152
151	166
160	166
160	196
160	247
160	302
160	315
160	334
160	423
162	163
169	170
169	199
169	296
169	311
169	337
169	426
170	171
170	251
170	248
170	260
170	274
170	223
170	323
170	179
170	329
170	259
170	200
170	436
170	450
170	459
184	185
184	243
184	368
184	494
199	200
199	223
199	171
199	248
199	179
199	259
199	281
199	251
199	274
199	343
199	323
199	356
199	374
199	382
208	209
208	261
208	369
208	373
208	383
208	403
208	439
208	453
208	471
208	479
208	504
208	505
208	521
211	212
211	319
213	214
213	252
213	359
216	254
216	257
216	212
216	304
216	354
216	370
216	380
216	422
218	269
218	351
218	377
218	387
218	424
218	446
218	457
218	465
218	475
218	481
218	509
218	512
218	525
220	221
220	242
220	510
229	230
229	421
249	279
255	256
255	280
255	347
255	348
255	372
255	394
255	400
255	445
255	462
255	463
255	480
255	484
265	266
265	273
265	276
265	297
265	340
265	341
265	344
265	349
265	365
265	376
265	384
265	398
265	399
265	409
265	415
265	418
265	425
265	438
265	443
265	488
265	490
265	491
265	492
265	515
265	529
271	272
271	280
271	291
271	321
271	342
271	352
271	353
271	355
271	360
271	361
271	362
271	363
271	366
271	429
271	444
271	449
271	455
271	456
271	424
271	516
271	522
277	278
277	413
277	432
277	458
277	464
277	476
277	513
288	289
288	469
288	482
288	497
288	498
296	179
296	300
296	306
296	333
296	336
296	371
296	411
296	417
296	420
296	428
296	452
296	460
296	499
296	251
296	507
296	526
296	530
311	312
311	179
311	259
311	223
311	200
311	274
311	528
313	314
313	346
313	397
313	485
313	501
313	511
337	179
337	339
337	274
337	223
337	200
337	251
357	358
357	381
395	396
395	496
426	427
426	274
426	312
426	223
426	259
426	179
426	487
426	508
